City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,prainha,-1.8,-53.48,75.29,86,73,1.43,BR,1720569999
281,conception bay south,47.4999,-52.9981,66.04,91,54,11.5,CA,1720570000
282,hilo,19.7297,-155.09,83.93,71,0,10.36,US,1720570001
283,kidal,18.4411,1.4078,90.77,31,45,4.45,ML,1720570002
284,solnechnyy,50.7214,136.6319,49.93,96,100,5.97,RU,1720570004
285,ust-tsilma,65.441,52.1498,62.06,96,49,3.24,RU,1720570005
286,kerikeri,-35.2268,173.9474,62.91,83,21,7.0,NZ,1720570006
287,lompoc,34.6391,-120.4579,89.74,80,0,11.99,US,1720570007
288,kodinsk,58.6881,99.1844,71.8,66,83,1.7,RU,1720570008
289,necochea,-38.5473,-58.7368,38.07,80,9,3.2,AR,1720570010
290,akureyri,65.6835,-18.0878,59.31,68,98,7.49,IS,1720570011
291,piui,-20.4653,-45.9581,72.36,43,86,4.0,BR,1720570012
292,crotone,39.0851,17.1178,82.18,52,0,3.89,IT,1720570013
293,danane,7.2596,-8.155,70.39,99,89,2.15,CI,1720570014
294,labasa,-16.4167,179.3833,77.38,78,100,12.5,FJ,1720570015
295,kingston,17.997,-76.7936,88.75,66,20,16.11,JM,1720569960
296,corner brook,48.9667,-57.9484,68.43,85,100,6.62,CA,1720570018
297,antalaha,-14.9003,50.2788,67.39,75,45,6.87,MG,1720570019
298,tsengel,49.4783,100.8894,65.62,59,8,2.64,MN,1720570020
299,columbia falls,48.3725,-114.1815,94.01,25,0,5.75,US,1720570021
300,chajari,-30.7505,-57.9796,42.82,66,100,8.1,AR,1720570022
301,vuyyuru,16.3667,80.85,81.93,85,100,5.7,IN,1720570024
302,grants,35.1473,-107.8514,86.52,11,27,11.25,US,1720569787
303,solleftea,63.1667,17.2667,49.86,78,79,2.15,SE,1720570026
304,alice springs,-23.7,133.8833,53.15,66,2,2.3,AU,1720570027
305,ola,59.5833,151.2833,66.38,51,49,14.34,RU,1720570028
306,wuyo,10.3852,11.6968,80.31,68,95,7.47,NG,1720570029
307,santa ana,33.7456,-117.8678,96.31,64,20,11.5,US,1720569920
308,shakawe,-18.3667,21.85,46.27,19,0,4.34,BW,1720570032
309,brak,27.5496,14.2714,86.74,24,6,8.55,LY,1720570033
310,al khums,32.6486,14.2619,77.11,57,2,3.78,LY,1720570034
311,pacific grove,36.6177,-121.9166,76.24,81,20,11.5,US,1720569900
312,mount pearl,47.5166,-52.7813,65.44,91,65,5.99,CA,1720570025
313,oakley,37.9974,-121.7124,91.18,39,0,11.45,US,1720570038
314,majene,-3.5403,118.9707,77.43,82,100,11.79,ID,1720570039
315,sungjibaegam,41.2428,128.7989,65.39,55,0,3.02,KP,1720570040
316,muchkapskiy,51.8513,42.4717,65.28,65,27,4.27,RU,1720570041
317,tonnerre,47.8563,3.9737,63.45,98,97,9.19,FR,1720570042
318,cole harbour,44.6724,-63.4751,70.18,87,100,5.99,CA,1720570043
319,guelendeng,10.9176,15.5501,81.75,64,100,8.79,TD,1720570045
320,kolyvan',55.3053,82.7391,58.62,80,100,5.06,RU,1720570046
321,amga,60.8953,131.9608,55.24,97,100,5.57,RU,1720570047
322,vorkuta,67.5,64.0,61.21,57,3,4.41,RU,1720569865
323,vila franca do campo,37.7167,-25.4333,72.01,95,76,13.4,PT,1720570049
324,princeville,45.7668,-61.2985,73.76,94,100,4.16,CA,1720570050
325,maardu,59.4767,25.025,55.4,94,0,4.61,EE,1720570052
326,butajira,8.1167,38.3667,58.95,85,73,2.39,ET,1720570053
327,undurkhaan,47.3194,110.6556,69.53,63,79,1.57,MN,1720570054
328,kupang,-10.1667,123.5833,82.98,74,20,10.36,ID,1720570055
329,bereeda,11.8704,51.0579,88.61,57,71,12.44,SO,1720570056
330,nova sintra,14.8667,-24.7167,74.46,81,56,22.17,CV,1720570058
331,castillos,-34.1667,-53.8333,45.46,76,92,10.18,UY,1720570059
332,murzuq,25.9155,13.9184,85.82,23,15,10.18,LY,1720570060
333,sarupathar,26.1984,93.8094,76.28,97,100,4.25,IN,1720570061
334,chulym,55.0997,80.9572,60.85,85,91,6.49,RU,1720570062
335,shchigry,51.8755,36.9043,66.02,90,100,4.34,RU,1720570064
336,madalena,41.2162,-8.3345,66.45,95,100,2.57,PT,1720570065
337,tsagan aman,47.5639,46.7218,73.58,39,0,7.2,RU,1720570066
338,georgetown,5.4112,100.3354,76.95,94,20,3.44,MY,1720570060
339,lieksa,63.3167,30.0167,54.5,92,24,4.72,FI,1720570068
340,lethem,3.3803,-59.7968,78.24,76,71,5.66,GY,1720570071
341,south hedland,-20.4089,118.5983,62.53,55,23,5.75,AU,1720570072
342,abadeh,31.1608,52.6506,76.19,20,14,5.82,IR,1720570074
343,pendleton,45.6721,-118.7886,106.39,12,0,11.01,US,1720569791
344,pont-sainte-marie,48.3185,4.0945,64.45,100,75,3.44,FR,1720570076
345,carnarvon,-24.8667,113.6333,71.11,88,2,6.58,AU,1720570078
346,flin flon,54.7682,-101.865,81.43,40,71,4.7,CA,1720570079
347,recani,31.2846,-4.2688,91.74,9,0,5.46,MA,1720570080
348,las palmas,28.4204,-14.0131,68.79,78,0,16.11,ES,1720570081
349,muynoq,43.7683,59.0214,77.31,51,3,6.06,UZ,1720570082
350,porto novo,6.4965,2.6036,75.69,88,93,7.16,BJ,1720570086
351,imperatriz,-5.5264,-47.4917,81.25,38,40,3.78,BR,1720569856
352,ilula,-7.6766,36.0366,55.02,66,36,6.46,TZ,1720570088
353,viale,-31.8678,-60.0072,36.43,74,2,7.43,AR,1720570089
354,tirhanimine,35.2362,-3.9545,72.09,72,16,1.21,MA,1720570090
355,port saint john's,-31.6229,29.5448,64.81,26,74,9.82,ZA,1720570092
356,natal,-5.795,-35.2094,76.3,88,7,7.49,BR,1720570093
357,cacequi,-29.8836,-54.825,39.4,87,91,8.43,BR,1720570094
358,saint-joseph,-21.3667,55.6167,61.18,74,14,7.0,RE,1720570095
359,panacan,9.2463,118.4082,79.52,84,100,1.5,PH,1720570096
360,gizo,-8.103,156.8419,82.15,80,93,7.36,SB,1720570098
361,kapuskasing,49.4169,-82.4331,71.24,73,47,3.62,CA,1720570099
362,kapa'a,22.0752,-159.319,84.52,68,40,14.97,US,1720570100
363,guntur,16.3,80.45,81.68,77,100,7.76,IN,1720570101
364,tofol,5.3248,163.0078,87.58,70,75,8.05,FM,1720570102
365,hithadhoo,-0.6,73.0833,83.14,73,72,6.02,MV,1720570104
366,glendive,47.1053,-104.7125,89.22,29,20,11.5,US,1720570106
367,norilsk,69.3535,88.2027,62.2,68,8,3.85,RU,1720570107
368,mugia,43.1041,-9.2179,65.16,97,88,9.8,ES,1720570108
369,viedma,-40.8135,-62.9967,42.66,70,99,6.04,AR,1720570109
370,kachug,53.9606,105.8817,67.96,86,97,1.9,RU,1720570111
371,tadine,-21.55,167.8833,74.62,71,26,17.56,NC,1720570112
372,polyarnyy,69.1989,33.4478,48.56,81,53,6.08,RU,1720570113
373,fisterra,42.9049,-9.2629,65.01,98,98,10.2,ES,1720570114
374,alice town,25.7167,-79.3,85.28,67,69,0.29,BS,1720570115
375,muddebihal,16.3333,76.1333,73.0,73,100,15.3,IN,1720570116
376,tres arroyos,-38.3739,-60.2798,35.53,73,27,2.15,AR,1720570118
377,zhigalovo,54.8097,105.1578,69.35,91,100,1.92,RU,1720570119
378,jijiga,9.35,42.8,62.58,89,100,13.85,ET,1720570121
379,laojunmiao,39.8333,97.7333,73.24,30,78,4.97,CN,1720570122
380,aykhal,66.0,111.5,64.94,76,100,11.52,RU,1720570124
381,lhasa,29.65,91.1,56.71,83,100,2.91,CN,1720570126
382,coquimbo,-29.9533,-71.3436,51.53,77,100,3.44,CL,1720570127
383,broken hill,-31.95,141.4333,53.82,66,8,6.06,AU,1720570128
384,meadow lakes,61.6247,-149.6011,61.29,71,100,3.0,US,1720570129
385,vanimo,-2.6741,141.3028,84.45,69,99,4.43,PG,1720570130
386,taltal,-25.4,-70.4833,57.97,65,0,3.85,CL,1720570132
387,ketchikan,55.3422,-131.6461,73.87,43,0,9.22,US,1720570113
388,mwinilunga,-11.7358,24.4293,51.39,31,4,3.98,ZM,1720570134
389,hafar al-batin,28.4328,45.9708,97.38,11,0,11.5,SA,1720570135
390,villa bruzual,9.3328,-69.1208,75.45,93,100,1.1,VE,1720570136
391,ulladulla,-35.35,150.4667,58.78,67,40,2.42,AU,1720570138
392,ngaoundere,7.3167,13.5833,64.65,96,100,1.83,CM,1720570139
393,kavaratti,10.5669,72.642,81.25,83,100,14.97,IN,1720570140
394,howard springs,-12.497,131.047,80.87,61,41,11.43,AU,1720570079
395,nephi,39.7102,-111.8363,93.18,9,0,12.91,US,1720570142
396,tallahassee,30.4383,-84.2807,84.4,93,95,8.3,US,1720570143
397,dudinka,69.4058,86.1778,62.74,69,0,8.34,RU,1720570145
398,garoowe,8.4054,48.4845,76.23,75,77,26.08,SO,1720570146
399,songea,-10.6833,35.65,52.72,47,9,0.98,TZ,1720570147
400,dolores,-36.3132,-57.6792,35.08,53,7,3.29,AR,1720570148
401,rabaul,-4.1967,152.1721,84.04,72,80,11.97,PG,1720570149
402,benalla,-36.55,145.9833,52.25,87,82,7.74,AU,1720570150
403,tchollire,8.4022,14.1698,73.11,88,92,4.07,CM,1720570152
404,aripuana,-9.1667,-60.6333,78.87,47,0,1.07,BR,1720570153
405,manokwari,-0.8667,134.0833,82.0,73,100,4.12,ID,1720570133
406,buga,3.9009,-76.2978,73.11,87,69,1.1,CO,1720570155
407,lata,40.1629,-8.3327,68.92,79,41,2.68,PT,1720570156
408,antsiranana,-12.2787,49.2917,70.45,70,10,13.58,MG,1720570157
409,nuuk,64.1835,-51.7216,41.61,100,100,1.14,GL,1720569865
410,usogorsk,63.4106,48.6872,63.1,99,91,3.22,RU,1720570160
411,san pedro pochutla,15.7333,-96.4667,85.71,83,99,3.83,MX,1720570161
412,agustin codazzi,10.0341,-73.2361,82.18,67,91,4.21,CO,1720570162
413,flying fish cove,-10.4217,105.6791,78.48,83,75,13.8,CX,1720570017
414,prince george,53.9166,-122.753,92.62,31,38,1.99,CA,1720570164
415,whakatane,-37.9585,176.9854,57.88,78,4,1.99,NZ,1720570166
416,san juan de abajo,20.8167,-105.1833,84.67,79,100,6.91,MX,1720570167
417,diamantino,-14.4086,-56.4461,67.96,57,3,4.85,BR,1720570168
418,baniyas,35.1819,35.9487,75.49,70,0,3.51,SY,1720570169
419,dzitbalche,20.3167,-90.05,89.38,50,71,5.35,MX,1720570170
420,mersa matruh,31.3525,27.2453,77.27,85,0,9.93,EG,1720570172
421,salinopolis,-0.6136,-47.3561,79.79,82,41,12.88,BR,1720570173
422,luwingu,-10.2621,29.9271,49.23,32,89,3.38,ZM,1720570174
423,puerto maldonado,-12.6,-69.1833,62.64,79,2,2.68,PE,1720570175
424,davos,46.8043,9.8372,57.25,85,31,5.97,CH,1720570176
425,kolonia,50.9333,6.95,68.29,88,0,1.14,DE,1720570178
426,casino,-28.8667,153.05,70.57,75,38,3.42,AU,1720570179
427,whitecourt,54.1502,-115.6855,87.42,46,39,10.25,CA,1720570180
428,prado,-17.3411,-39.2208,75.38,82,8,10.65,BR,1720570104
429,soure,-0.7167,-48.5233,79.38,81,11,10.02,BR,1720570182
430,hami,42.8,93.45,81.88,33,86,7.63,CN,1720570183
431,queenstown,-31.8976,26.8753,50.54,29,64,33.46,ZA,1720570185
432,cedar city,37.6775,-113.0619,97.77,10,0,9.22,US,1720570186
433,hamois,50.3348,5.1512,63.14,92,86,6.31,BE,1720570187
434,klaksvik,62.2266,-6.589,45.52,84,59,4.29,FO,1720570188
435,cepin,45.5236,18.5633,76.21,59,2,2.48,HR,1720570189
436,tanjungtiram,4.0613,98.3699,74.12,97,100,2.91,ID,1720570190
437,rye,40.9807,-73.6837,84.76,79,0,9.22,US,1720570192
438,patterson,37.4716,-121.1297,98.55,8,0,3.09,US,1720569973
439,novodvinsk,64.4165,40.8122,60.55,93,84,4.72,RU,1720570039
440,namibe,-15.1961,12.1522,63.54,88,63,8.08,AO,1720570195
441,weno,7.4515,151.8468,87.75,89,100,4.61,FM,1720570137
442,prineville,44.2999,-120.8345,105.91,11,0,14.97,US,1720570077
443,rikaze,29.25,88.8833,58.59,65,96,2.86,CN,1720570199
444,mawlaik,23.6333,94.4167,74.89,100,100,0.47,MM,1720570201
445,sasovo,54.3537,41.9199,66.06,65,11,2.37,RU,1720570202
446,axim,4.8699,-2.2405,76.01,85,96,9.31,GH,1720570203
447,vila velha,-20.3297,-40.2925,74.95,88,17,7.0,BR,1720570205
448,bom jesus,-9.0744,-44.3586,77.86,34,22,5.35,BR,1720570207
449,katsuren-haebaru,26.3369,127.8719,89.98,76,40,14.97,JP,1720570208
450,zuya,45.0531,34.3154,75.56,58,100,6.49,UA,1720570209
451,verkhnevilyuysk,63.4453,120.3167,74.08,52,99,4.9,RU,1720570210
452,harper,4.375,-7.7169,75.94,84,100,11.88,LR,1720570211
453,tanjung pandan,-2.75,107.65,78.33,84,89,7.47,ID,1720570213
454,gamba,-2.65,10.0,68.59,95,91,4.92,GA,1720570214
455,smithers,54.7804,-127.1743,87.58,19,83,5.39,CA,1720570215
456,puerto real,36.5282,-6.1901,70.25,88,0,3.44,ES,1720570216
457,kargasok,59.0556,80.8572,59.67,73,79,6.13,RU,1720570217
458,mili,6.0815,171.735,82.76,80,68,18.54,MH,1720570035
459,fasa,28.9383,53.6482,79.84,36,40,4.61,IR,1720570220
460,ouahigouya,13.5828,-2.4216,86.41,53,11,9.31,BF,1720570221
461,kirakira,-10.4544,161.9205,79.2,91,100,11.52,SB,1720570222
462,abaza,52.655,90.0928,64.89,94,98,2.35,RU,1720570223
463,luba,3.4568,8.5547,77.11,90,99,9.26,GQ,1720570224
464,indramayu,-6.3264,108.32,78.89,80,99,8.57,ID,1720570226
465,majuro,7.0897,171.3803,84.16,79,100,10.36,MH,1720570227
466,santa ana de yacuma,-13.75,-65.4333,62.17,50,8,6.35,BO,1720570228
467,borba,-4.3878,-59.5939,80.92,61,54,2.37,BR,1720570229
468,chos malal,-37.3781,-70.2709,31.08,91,100,5.1,AR,1720570230
469,den burg,53.0542,4.7972,64.38,94,100,5.75,NL,1720570231
470,taunggyi,20.7833,97.0333,66.9,96,100,3.83,MM,1720570233
471,nangong,37.3581,115.3744,81.99,35,15,4.27,CN,1720570234
472,talsi,57.2456,22.5814,53.01,87,71,4.29,LV,1720570235
473,ullal,12.8,74.85,74.35,94,75,6.91,IN,1720570236
474,narrabri,-30.3167,149.7833,55.78,70,5,3.2,AU,1720570238
475,juneau,58.3019,-134.4197,60.8,89,100,6.91,US,1720570020
476,sicuani,-14.2694,-71.2261,50.58,34,0,3.0,PE,1720570240
477,bentiu,9.2333,29.8333,76.33,78,68,3.94,SS,1720570241
478,sao felix do xingu,-6.6447,-51.995,82.33,44,77,2.28,BR,1720570242
479,gaigeturi,33.4644,126.3183,78.85,94,100,14.97,KR,1720570243
480,akrehamn,59.2667,5.1833,57.99,82,100,4.61,NO,1720570245
481,creel,27.75,-107.6333,74.03,33,77,15.41,MX,1720570246
482,arraial do cabo,-22.9661,-42.0278,70.74,90,100,4.59,BR,1720570247
483,trenggalek,-8.05,111.7167,74.95,96,99,3.06,ID,1720570248
484,monze,-16.2833,27.4833,56.75,21,0,5.46,ZM,1720570249
485,ajjampur,13.7281,76.0094,68.63,86,93,4.09,IN,1720570250
486,inderbor,48.55,51.7833,74.12,38,0,9.06,KZ,1720570252
487,male,4.1748,73.5089,82.9,76,44,7.49,MV,1720570253
488,dhidhdhoo,6.8833,73.1,83.05,78,82,12.08,MV,1720570254
489,nagasaki,32.7447,129.8736,83.84,79,52,14.61,JP,1720570152
490,chapada dos guimaraes,-15.4606,-55.7497,56.86,60,16,4.83,BR,1720570256
491,sydney,-33.8679,151.2073,61.34,72,40,9.22,AU,1720570024
492,malvan,16.0667,73.4667,78.87,84,100,6.17,IN,1720570259
493,nadym,65.5333,72.5167,56.46,63,52,8.9,RU,1720569981
494,golhisar,37.1459,29.5088,69.26,63,16,4.18,TR,1720570261
495,kalmunai,7.4167,81.8167,79.93,80,58,6.42,LK,1720570262
496,tlanchinol,20.9833,-98.65,68.36,94,100,1.23,MX,1720570263
497,bikenibeu village,1.3673,173.1241,87.76,74,20,6.91,KI,1720570264
498,wotho,10.1657,166.0102,83.25,78,30,17.87,MH,1720570266
499,namsos,64.4662,11.4957,49.91,93,27,3.44,NO,1720570267
500,galesong,-5.3166,119.3661,75.22,76,99,4.81,ID,1720570268
501,belel,7.05,14.4333,61.18,96,100,0.54,CM,1720570269
502,kurumkan,54.3,110.3,76.8,60,79,2.89,RU,1720570270
503,tshabong,-26.05,22.45,44.51,20,0,9.46,BW,1720570272
504,newman,37.3138,-121.0208,102.43,6,0,11.32,US,1720570231
505,kiraoli,27.15,77.7833,84.67,76,59,9.22,IN,1720570274
506,codrington,-38.2667,141.9667,47.62,82,2,9.08,AU,1720570112
507,tual,-5.6667,132.75,78.44,84,98,22.32,ID,1720570276
508,viqueque,-8.8673,126.3658,75.9,86,100,6.76,TL,1720570277
509,nar'yan-mar,67.6713,53.087,61.68,97,93,7.16,RU,1720570279
510,laguna,38.421,-121.4238,103.08,33,0,9.22,US,1720570117
511,tanggu,39.0211,117.6469,78.76,45,100,3.09,CN,1720570281
512,amasra,41.7463,32.3863,73.31,74,14,3.76,TR,1720570282
513,bafoulabe,13.8065,-10.8321,82.74,68,100,9.01,ML,1720570283
514,daru,-9.0763,143.2092,78.13,82,80,16.02,PG,1720570284
515,urechesti,45.6,27.0667,73.04,49,15,11.86,RO,1720570286
516,gadzhiyevo,69.2551,33.3362,49.35,80,69,6.49,RU,1720569999
517,gambiran satu,-8.3939,114.1464,73.96,98,83,2.35,ID,1720570288
518,bollnas,61.3482,16.3946,57.38,66,91,1.43,SE,1720570289
519,revda,56.801,59.9303,57.7,90,5,1.39,RU,1720570290
520,itaituba,-4.2761,-55.9836,77.56,70,62,1.16,BR,1720570292
521,port macquarie,-31.4333,152.9167,62.08,68,20,1.99,AU,1720570293
522,hotan,37.0997,79.9269,79.68,27,71,3.36,CN,1720570294
523,shawinigan,46.5668,-72.7491,77.41,95,94,5.26,CA,1720570295
524,dzhalagash,45.0833,64.6667,78.06,43,50,8.25,KZ,1720570297
525,jinjing,24.575,118.5972,85.21,80,47,6.8,CN,1720570298
526,trondheim,63.4305,10.3951,51.89,88,27,4.07,NO,1720570299
527,illizi,26.4833,8.4667,89.76,15,35,8.61,DZ,1720570300
528,pollenca,39.8768,3.0163,75.96,74,20,6.13,ES,1720570301
529,yung shue wan,22.2333,114.1167,87.22,87,2,5.23,HK,1720570142
530,hanko,59.8333,22.95,58.98,95,29,10.0,FI,1720570304
531,dagda,56.0951,27.5372,57.34,81,69,1.01,LV,1720570305
532,bataszek,46.1937,18.7231,76.41,57,41,2.19,HU,1720570306
533,port douglas,-16.4833,145.4667,72.91,71,40,4.99,AU,1720570307
534,port-gentil,-0.7193,8.7815,73.6,84,29,12.44,GA,1720570308
535,terrace heights,46.6062,-120.4398,106.86,13,0,5.75,US,1720570310
536,yuci,37.6803,112.7319,74.95,60,40,4.47,CN,1720570312
537,piterka,50.6803,47.4454,68.05,62,0,8.41,RU,1720570313
538,sidi akkacha,36.4647,1.3026,68.07,94,7,1.99,DZ,1720570314
539,luganville,-15.5333,167.1667,78.94,72,89,15.59,VU,1720570315
540,nova xavantina,-14.6667,-52.35,75.47,40,21,3.69,BR,1720570317
541,hvardiiske,45.1209,34.0185,78.58,49,100,11.25,UA,1720570318
542,petrov val,50.1434,45.2096,68.59,55,5,5.28,RU,1720570319
543,sinabang,2.4803,96.3801,77.07,91,100,4.18,ID,1720570320
544,hasaki,35.7333,140.8333,88.29,72,49,5.93,JP,1720570321
545,isiolo,0.3546,37.5822,68.7,70,99,8.75,KE,1720570322
546,rundu,-17.9333,19.7667,47.08,23,0,4.9,NA,1720570324
547,casper,42.8666,-106.3131,87.73,18,0,11.5,US,1720570191
548,tiznit,29.5833,-9.5,74.08,51,0,2.17,MA,1720570326
549,nueva gerona,21.8833,-82.8,83.82,72,100,6.93,CU,1720570327
550,labuan,5.2767,115.2417,78.28,85,100,12.21,MY,1720570328
551,huercal de almeria,36.8851,-2.4376,73.9,81,0,3.44,ES,1720570329
552,sao gabriel da cachoeira,-0.1303,-67.0892,78.26,79,100,0.34,BR,1720570331
553,ikaalinen,61.7695,23.0658,48.38,96,2,3.96,FI,1720570332
554,kiruna,67.8557,20.2251,36.52,93,99,4.61,SE,1720570333
555,oppdal,62.5943,9.6912,46.53,96,72,3.8,NO,1720570334
556,krasnoshchekovo,51.6708,82.7289,58.91,95,52,3.53,RU,1720570335
557,manggar,-2.8833,108.2667,82.53,73,99,12.28,ID,1720570337
558,al muwayh,22.4333,41.7583,82.78,21,53,10.45,SA,1720570338
559,la passe,45.5549,-0.8967,66.97,94,100,9.17,FR,1720570339
560,bac lieu,9.285,105.7244,83.01,78,100,6.31,VN,1720570340
561,grand rapids,42.9634,-85.6681,76.86,81,100,8.05,US,1720570341
562,as sulayyil,20.4607,45.5779,97.05,14,99,9.44,SA,1720570342
